Location,Date_Time,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh
San Antonio,2024/5/11 3:25,33.92607698,42.48215977,2.66901367,29.43793694
Houston,2024/4/5 19:47,19.66442038,85.0079799,6.967156964,17.12853068
New York,2024/4/26 2:15,11.46978621,66.07440239,1.488568642,26.39214096
San Diego,2024/2/4 2:50,-5.887569714,39.02420055,2.565749826,17.33469598
New York,2024/3/30 8:20,3.720839322,68.90813299,7.844995893,20.0317856
Chicago,2024/5/6 6:30,25.27034282,40.57541565,7.149519175,18.65587544
Houston,2024/5/10 3:31,19.12268189,89.87159658,4.761164409,17.94800264
Houston,2024/2/2 9:44,2.673471233,85.39805251,0.659046853,13.52129828
San Jose,2024/5/18 16:56,-2.878279093,42.79901012,8.751599539,28.7050275
Dallas,2024/1/17 7:52,32.64531592,57.47569307,4.716257973,22.91825986
Chicago,2024/3/23 21:40,-8.701987792,30.98284886,7.597272537,14.86212515
Los Angeles,2024/4/3 0:34,-7.340673814,49.84519078,2.288066315,21.88104651
San Diego,2024/4/21 18:27,4.713883298,73.37241558,5.868948702,2.137623363
Houston,2024/1/19 23:19,9.608776135,46.96417408,1.792515474,22.18044721
San Antonio,2024/3/20 14:17,8.67109819,38.58414775,8.126658911,12.41816194
Chicago,2024/4/8 23:41,5.786797825,36.36210348,2.645861529,19.8716082
San Diego,2024/4/9 14:44,21.61943764,41.70896409,9.988791823,20.54666772
Philadelphia,2024/4/18 6:40,14.72519968,61.95003509,2.697798405,3.858200658
Chicago,2024/3/22 8:08,19.960606,37.98104737,4.034873771,14.98821408
San Diego,2024/3/11 18:43,0.013972253,76.52183514,4.974696013,1.445407335
San Antonio,2024/2/10 18:26,10.76339495,48.13340872,2.152561763,0.146169807
Dallas,2024/2/17 6:31,37.74341137,43.9115122,6.982027783,8.980619218
Houston,2024/4/3 19:11,25.86028491,63.90490495,4.814776867,2.462500328
San Jose,2024/2/14 10:25,31.81760284,70.77590504,8.900341886,15.05771605
Phoenix,2024/3/25 23:44,8.824727162,51.35455634,2.300592961,29.883658
Phoenix,2024/1/21 18:25,24.88285441,38.49180729,12.19669112,18.17864316
Chicago,2024/1/2 23:50,16.7501205,32.80292129,2.046893932,16.93986341
New York,2024/3/8 3:35,13.4043472,66.73656365,7.237278671,6.170718337
New York,2024/2/28 19:13,20.75532772,55.25290454,4.787088888,13.0930325
Philadelphia,2024/3/21 11:32,29.83567028,55.97693082,1.346152604,16.91421034
Dallas,2024/1/23 7:00,7.057078534,34.48120296,2.688779485,25.08240739
Dallas,2024/1/16 20:27,33.1412266,47.77933602,3.470788872,23.05140541
Chicago,2024/1/9 20:38,10.51866112,42.00214356,4.535917991,20.10177583
Philadelphia,2024/3/7 2:41,3.748799285,56.93100096,5.612547029,23.44684799
San Jose,2024/1/11 12:33,27.52466554,70.61830145,3.805617466,6.901510228
Philadelphia,2024/4/12 14:01,-7.254394856,65.69434801,6.923443747,22.95060229
Phoenix,2024/5/6 10:42,31.86180106,80.30882219,5.251110088,9.467574138
Houston,2024/2/1 8:29,-6.323157598,39.64861007,8.85325189,21.67065908
Dallas,2024/4/6 17:48,5.119296573,70.66570704,2.836097821,11.11258364
Phoenix,2024/2/29 5:33,-2.622575185,87.53601848,1.113682585,16.2040468
Chicago,2024/5/7 4:51,35.90355324,84.28496752,5.648600128,10.17932032
Los Angeles,2024/3/22 1:45,10.19964828,52.92611041,5.528738348,19.59804243
Houston,2024/3/2 13:57,9.896050542,87.67802652,1.520250369,10.00211815
San Diego,2024/4/1 12:11,31.81372151,52.83850776,2.770582346,7.207348644
Chicago,2024/2/20 15:47,35.15278225,72.04551066,7.223014559,0.359420722
San Jose,2024/3/3 23:23,26.09551804,65.52414573,6.072047193,26.6624605
Chicago,2024/2/15 15:41,14.2510556,49.3034552,2.055630388,11.01999944
San Jose,2024/3/17 14:43,39.62575184,51.09266577,9.519021779,22.47924253
Los Angeles,2024/5/1 6:55,-0.156599216,76.94438893,5.334529754,15.00956457
San Antonio,2024/4/27 0:26,39.15914757,83.88610808,6.455080783,18.52730511
San Diego,2024/4/14 0:08,9.311651178,72.18364575,1.42940188,1.147427217
San Jose,2024/1/18 12:36,24.8535016,52.68349002,2.151416021,13.78758398
Phoenix,2024/1/10 1:50,-9.684014312,74.27406901,12.60918006,28.21067573
San Jose,2024/4/22 17:47,32.69262178,39.72383961,8.119398331,5.677551319
New York,2024/1/14 8:10,30.30885578,78.23564347,1.479704912,27.68085299
San Jose,2024/1/11 22:59,22.20183585,65.81108714,8.553108585,10.03110079
Phoenix,2024/1/31 21:25,28.71763141,55.35169891,7.625707334,24.30884375
Philadelphia,2024/1/14 20:26,22.67695652,40.22491567,9.288724694,20.58614476
San Jose,2024/1/4 1:16,38.07404918,84.45179648,3.045463325,4.067438758
San Diego,2024/4/4 23:45,-9.600305596,57.03805227,1.343523523,14.53464409
Chicago,2024/1/19 10:56,15.0257807,40.56693901,7.553124602,29.79113973
San Antonio,2024/1/12 11:09,-1.938804978,45.27680913,9.502068894,28.08520434
San Antonio,2024/5/3 10:57,26.61288958,42.01694279,0.463380296,12.35393285
Los Angeles,2024/1/25 22:41,7.976282201,81.16372121,4.901814231,6.065876162
San Antonio,2024/4/6 11:50,-9.793471207,64.42107439,8.105502638,10.9213709
San Diego,2024/2/10 23:34,10.92595277,30.66458562,9.429968498,21.18722621
Philadelphia,2024/1/3 3:56,-9.107599966,83.33113341,3.905235039,4.883576764
Dallas,2024/1/16 18:11,6.393624257,33.09213604,3.845920977,29.67985897
San Diego,2024/3/8 15:48,24.81144297,75.81817314,5.757871412,12.95509135
San Antonio,2024/2/21 6:54,-3.502403664,77.98561305,3.099820606,25.24902476
San Antonio,2024/3/26 0:31,-6.156842264,80.59716488,1.152390865,7.932753131
Dallas,2024/4/4 19:10,11.27567773,88.10327286,8.371625213,24.07319506
Houston,2024/2/22 21:44,33.21823274,81.92918805,3.359335883,29.40395426
Houston,2024/3/17 13:12,5.530641681,73.64567513,9.664804773,27.65656851
San Jose,2024/1/5 10:46,-7.125654745,76.71847201,6.705144997,3.398430222
San Diego,2024/1/8 9:19,14.61517952,50.10565797,5.671559843,27.0040746
Philadelphia,2024/1/8 19:30,17.08831911,63.69842861,6.308146254,27.54806454
Phoenix,2024/4/23 10:44,-5.121959396,54.83518265,5.045313491,25.54110016
Dallas,2024/4/18 3:26,29.37678359,36.89729388,0.226832612,12.06486813
San Diego,2024/3/21 8:08,-2.956114906,89.0036077,8.094836995,28.87288064
San Jose,2024/3/24 17:09,-3.713429122,68.82752579,1.698663005,4.65179363
Houston,2024/4/26 8:47,6.546890407,43.23957755,2.183380409,8.350566678
New York,2024/2/24 5:59,7.655929521,59.74839089,6.46550005,24.4926704
Dallas,2024/3/12 13:41,-6.707131608,86.90740549,9.759859928,6.519461804
Chicago,2024/3/21 2:30,4.318427747,86.52572268,6.114879673,25.6721654
Los Angeles,2024/3/2 2:08,9.026880064,58.80403925,2.957733323,14.54154106
San Jose,2024/2/22 16:41,8.754880331,87.73439578,0.578729653,2.397943913
Dallas,2024/5/7 4:02,32.51465217,37.29807896,3.715906469,28.91920034
Houston,2024/3/4 15:43,11.18546581,37.86420015,1.670150262,4.242597439
Philadelphia,2024/2/12 22:08,37.30787967,56.68815078,8.377168042,8.097502517
Chicago,2024/2/20 5:36,9.808219694,48.25509981,3.046211219,17.50315516
San Diego,2024/4/2 15:29,24.0137511,75.88624552,0.278041663,21.03956025
Houston,2024/2/17 20:01,31.60593101,88.05438396,2.145197961,3.170971148
San Jose,2024/3/18 9:49,18.43067045,35.93313183,7.398250823,7.851054647
Los Angeles,2024/3/11 0:07,19.66191417,50.16147986,0.758823871,15.08984479
New York,2024/1/30 6:06,7.016243707,45.83214676,7.319770427,4.583902773
Phoenix,2024/1/21 1:33,31.29672923,77.31707636,4.482058575,11.82626393
San Diego,2024/1/17 9:39,-3.885891697,55.56853105,6.476712626,4.358812972
San Diego,2024/5/17 19:59,-0.537619675,82.49404843,7.744063716,3.898316093
Philadelphia,2024/1/14 2:47,29.28842095,50.98363689,9.33549544,8.279358686
Houston,2024/5/16 8:37,32.23018579,73.24039001,4.44830996,5.564649045
San Jose,2024/1/28 16:57,37.94467846,88.28223434,5.109773189,22.13019935
Philadelphia,2024/2/24 14:22,26.83587921,61.63204326,4.913219085,27.84209501
San Diego,2024/4/6 4:35,-7.658130463,36.32675299,7.091569897,25.60694536
New York,2024/4/24 1:11,-7.500707996,35.55091654,1.53565347,21.01637387
Chicago,2024/4/26 8:52,24.83054819,42.72194823,9.662652623,20.54474112
New York,2024/5/5 23:47,13.78597251,84.91556261,2.693713457,21.48505926
San Antonio,2024/1/12 15:12,30.30699067,78.85758777,5.434923805,7.561938607
San Antonio,2024/5/17 14:53,30.66947872,83.42511077,8.646530781,10.35685193
Dallas,2024/5/11 7:18,36.47846568,89.37508436,5.718451864,14.60708763
San Antonio,2024/3/28 6:16,32.21350428,34.67070803,0.036617262,2.372550343
Philadelphia,2024/4/30 17:46,11.51125715,56.25645935,2.199080604,8.062582047
Houston,2024/2/26 16:34,12.383769,73.69686373,5.253895869,16.23174647
San Diego,2024/2/12 4:54,16.6976572,66.04141848,2.682202413,27.10424696
San Antonio,2024/5/17 7:34,21.92639617,35.71163368,6.172997194,24.560677
Dallas,2024/1/10 6:55,-6.542503385,73.47125206,5.282355905,13.09883898
Chicago,2024/3/13 21:45,21.17101814,46.67440596,5.259201474,27.827216
Phoenix,2024/2/15 1:25,29.7946219,83.41372913,7.442906994,15.30197774
San Jose,2024/4/4 21:03,1.646913292,45.96673418,5.825795221,23.47818357
Chicago,2024/1/31 15:12,8.753007475,48.99731879,0.670816613,11.30010642
Philadelphia,2024/4/25 12:31,-7.528561045,79.04520733,6.046827982,2.851379133
Chicago,2024/2/19 11:37,-5.367596474,35.47104505,8.227466136,5.749650807
New York,2024/4/22 12:16,38.74686475,81.62122302,5.428731036,7.983659387
San Jose,2024/5/14 15:31,29.199433,53.03989733,6.985981526,23.78948196
Houston,2024/1/22 13:48,13.77811179,86.01732325,6.369781952,29.5582041
Phoenix,2024/4/10 19:52,14.82271707,39.39745835,8.214791254,21.08699748
Dallas,2024/1/25 0:50,2.871005077,63.86957426,8.979511521,17.65871059
New York,2024/3/25 8:20,33.36302619,37.06405769,4.97123598,9.242623164
San Diego,2024/3/20 8:10,10.6864795,58.62970527,5.809824933,1.532139789
Los Angeles,2024/1/26 4:02,13.17163969,35.94153264,5.804028556,7.202267051
Los Angeles,2024/2/7 20:12,-2.931963612,85.27882495,6.54951825,27.90899129
Chicago,2024/5/2 21:27,34.24696376,60.89026566,2.63611787,16.13293703
San Antonio,2024/2/29 13:57,-3.210855512,72.71539841,8.930462977,20.69597053
New York,2024/4/6 16:44,18.32957589,59.86222629,5.846680309,28.37747539
San Jose,2024/1/6 2:32,28.65672534,72.3011614,2.162620994,23.94522612
Phoenix,2024/1/5 18:01,18.60570695,30.02191202,3.757809093,28.74444138
Phoenix,2024/4/25 4:37,4.449247882,54.88281984,7.560519799,28.05793188
San Antonio,2024/4/17 14:41,27.09260325,54.35484024,5.292321351,4.014539904
New York,2024/4/16 5:14,25.33797065,58.23569571,0.60480296,26.79462533
Phoenix,2024/5/16 3:40,29.09899749,79.78410654,6.346309735,11.85742334
Phoenix,2024/4/14 7:02,2.497530252,72.78619331,7.596949944,15.4986565
Phoenix,2024/2/18 3:06,-4.851000535,79.81320049,5.985400885,9.088493863
Chicago,2024/3/28 4:18,13.68157285,44.86808898,9.842840527,24.55216248
Los Angeles,2024/4/6 4:54,17.97146016,89.9637025,0.096098698,12.62288775
Philadelphia,2024/3/16 23:47,6.392656025,73.92008818,2.267512301,16.33626778
New York,2024/1/16 9:15,17.15391607,66.19020758,7.592946808,25.1932818
Los Angeles,2024/5/18 2:11,15.43094256,40.4849874,3.51458928,20.87761684
Los Angeles,2024/2/6 14:15,15.24820615,61.98460084,6.734928292,15.92001915
San Antonio,2024/4/14 11:44,39.87115826,46.17041085,3.957133078,6.882225174
San Diego,2024/2/9 6:47,12.17911636,70.13719539,6.028886785,8.577755156
Chicago,2024/3/11 19:44,1.875685113,45.81296196,8.212144162,13.14149781
Los Angeles,2024/3/20 18:05,-6.199317921,69.5731862,7.027260689,23.91989545
Los Angeles,2024/5/4 8:41,4.054628231,79.66051797,3.147941735,9.193686935
San Antonio,2024/1/16 22:40,1.453133074,66.82377632,7.157804478,26.49966453
Philadelphia,2024/3/28 14:48,35.82031505,59.94462272,6.229327865,25.87591689
Dallas,2024/5/14 11:41,21.70637657,45.68471943,5.719276014,11.65707056
Los Angeles,2024/3/18 18:31,38.08305272,57.17929822,6.044469083,9.160703793
Phoenix,2024/4/30 21:13,33.39593131,84.59653531,3.586315205,22.56529355
Dallas,2024/5/16 4:33,29.96377848,69.13453809,7.384067112,28.89366102
New York,2024/2/6 11:41,-0.931754094,73.4194864,6.304162641,11.92834984
San Antonio,2024/2/19 6:50,13.53978158,78.77426995,9.876134752,2.99127397
San Antonio,2024/5/9 2:45,7.31786522,79.43887892,7.829037122,19.20347765
Chicago,2024/4/29 5:29,30.33361485,70.7987069,2.285351109,20.66386256
San Jose,2024/3/9 13:11,3.298461001,58.94979034,9.758874677,19.19171964
New York,2024/3/28 17:35,35.11151581,62.934616,3.940234908,15.11764616
Dallas,2024/5/3 6:35,9.430401868,48.99539609,3.830394925,28.70178903
New York,2024/4/28 3:15,35.91795495,55.45319411,7.546793417,21.27413031
Dallas,2024/4/17 9:04,9.310145362,63.10838071,8.151993592,21.15534604
San Diego,2024/2/14 4:20,25.89126427,67.35303666,9.371839728,24.63014378
Dallas,2024/5/8 6:54,14.60700855,49.6350408,9.194414876,6.073297657
San Antonio,2024/4/7 17:09,-1.256464276,86.68482864,3.117017733,20.06228451
San Jose,2024/2/5 13:22,11.97125668,43.04190501,1.586052052,25.83707103
Phoenix,2024/3/1 16:00,19.82982677,88.98913287,1.810271236,2.274658348
Los Angeles,2024/4/23 2:46,25.52467508,49.67148385,6.897910949,21.0280522
Philadelphia,2024/2/2 17:08,39.6079651,73.60802882,2.21741612,13.76383187
Phoenix,2024/4/6 0:01,21.99465203,74.51765758,4.584924942,25.83040086
Houston,2024/1/7 3:25,10.08799898,64.22540452,0.298631967,8.666075878
San Antonio,2024/5/17 11:10,-2.584778289,58.99787729,4.959442695,28.36412079
San Antonio,2024/3/26 10:59,38.3499298,43.67614419,5.774755922,5.410922172
Houston,2024/1/12 23:33,17.0825651,67.3690585,3.508278719,26.09300138
New York,2024/1/12 3:43,28.81404981,79.56542325,5.998756249,21.6440622
San Antonio,2024/1/25 3:52,21.79095764,66.80501228,0.400150752,25.91746007
San Jose,2024/5/18 9:14,24.18220817,58.86896491,7.167836828,4.302853905
Phoenix,2024/5/8 9:49,3.05376417,56.5490446,8.395815583,8.949717284
Philadelphia,2024/2/24 2:21,30.00600759,43.49704214,6.384479135,17.48544137
San Jose,2024/2/20 0:42,-3.521877101,38.83937343,1.941836782,29.02717274
San Diego,2024/3/23 18:54,-8.872985666,46.82822604,1.157785202,16.25410178
Dallas,2024/5/14 5:08,25.71123122,35.56271025,8.501818898,0.535257785
San Antonio,2024/3/9 5:48,2.300760978,66.33837107,0.242822174,29.01487682
San Jose,2024/1/22 5:40,15.48235146,73.90908191,6.99261488,9.352885187
San Antonio,2024/4/24 12:27,33.69916249,41.9129407,8.105277024,29.78456453
Los Angeles,2024/4/25 10:32,35.36032145,58.22076975,6.091108775,13.98189262
Dallas,2024/3/26 5:47,-2.800407095,36.07799628,1.875651519,11.89417577
San Jose,2024/3/24 6:01,-2.203721409,83.48525774,5.642471436,14.95310459
Philadelphia,2024/1/13 6:20,36.6247795,56.62023449,7.368316332,16.87290755
Chicago,2024/4/12 8:31,37.10860207,67.6721369,2.441305383,5.392355361
Chicago,2024/5/4 20:50,37.54024471,54.91793456,6.768580115,23.4314221
Houston,2024/1/21 5:10,28.96141774,89.63855754,1.764242548,3.080800981
Phoenix,2024/4/7 5:31,8.844709184,79.1927442,1.215317126,16.71662128
Houston,2024/1/8 1:21,19.90733326,48.83870883,4.049413069,8.041358094
Dallas,2024/1/21 2:25,5.479744677,52.4788656,8.942059369,4.163906221
San Jose,2024/1/22 4:04,30.1556655,54.33574718,2.328276008,16.63839009
San Antonio,2024/1/12 10:46,20.45464481,74.51641878,4.735899899,10.76166917
Philadelphia,2024/4/24 10:29,16.12098599,35.84562843,2.383132012,10.6075215
Chicago,2024/2/2 1:37,23.934303,66.71150266,2.326894905,21.45953677
Dallas,2024/3/13 5:26,16.99806672,62.88277682,0.487893534,1.364881303
Chicago,2024/4/25 7:56,13.21345155,48.54873003,7.480015416,24.24183886
San Diego,2024/1/26 9:36,3.175473523,71.39815744,7.635511547,4.789978956
San Jose,2024/3/7 20:41,-7.731235911,61.15326669,5.192562706,10.1930273
San Diego,2024/2/9 14:24,35.33430765,51.21174984,7.202417339,17.69747482
San Diego,2024/4/1 4:17,26.65303852,81.81876778,7.033112822,6.486434377
Dallas,2024/1/2 18:20,0.485474021,41.14674151,7.176111176,11.28217909
New York,2024/1/11 2:54,37.96997451,80.83876066,9.416284981,5.207323778
Dallas,2024/2/23 2:42,18.54984236,88.6549416,1.992819143,25.01103409
San Diego,2024/5/13 9:39,38.18261876,56.70112086,8.031614665,23.55866891
Dallas,2024/4/2 0:47,36.66015108,71.82899647,5.398861659,28.13162581
San Jose,2024/1/31 18:17,33.64476461,41.12433118,0.614416607,20.71743291
Dallas,2024/4/1 14:42,-3.392846193,34.59498849,3.436297282,25.8007931
San Diego,2024/1/8 12:55,37.3904808,41.71206461,7.072718213,22.74400647
Philadelphia,2024/2/19 18:38,12.4860709,30.84467145,7.040027433,18.5639009
San Jose,2024/4/9 18:23,29.56425049,69.92134268,2.154922261,15.7574911
Houston,2024/1/25 14:58,-7.80977581,82.92419041,3.994053694,6.54173511
Philadelphia,2024/2/27 13:21,36.42454296,70.50196964,0.357532642,29.44398797
Los Angeles,2024/3/25 2:34,36.38681644,54.64100132,8.714289466,9.496348926
Houston,2024/3/5 14:47,37.69124985,88.42465538,9.883250176,10.71303727
Phoenix,2024/3/5 2:57,25.55030432,37.25799819,5.634648553,12.63630339
Philadelphia,2024/2/3 15:38,10.31067922,83.54995566,5.837702555,10.03431204
Phoenix,2024/2/21 19:53,-10.13516373,59.7048737,5.898710905,5.94115396
San Jose,2024/1/26 15:45,-0.167065309,89.82378137,3.001098165,20.64795413
Philadelphia,2024/2/2 7:32,20.36103089,77.65580877,8.289009548,25.49921543
Chicago,2024/4/4 10:26,3.408459937,63.95845701,4.259612665,7.061168433
Dallas,2024/5/5 9:01,8.08696174,83.0081135,0.647146652,18.91506598
Los Angeles,2024/3/28 20:29,31.97313149,38.5599353,2.44797275,16.30047102
Philadelphia,2024/3/30 5:49,34.42097208,54.06283483,8.455538706,14.77321921
Houston,2024/2/20 23:14,3.00047578,51.51407091,6.73143604,25.92094954
San Antonio,2024/3/26 17:16,34.25595304,84.22112337,6.671394552,21.66775593
New York,2024/3/27 12:56,32.19797749,46.8500811,5.95414696,5.714899193
Houston,2024/4/12 5:28,-5.133430108,46.25370917,3.571952223,22.19503605
San Jose,2024/3/23 20:23,-5.96234553,78.26854393,1.021149052,25.61819616
San Antonio,2024/3/18 17:00,14.64386348,86.24489763,8.438340194,15.79129753
Houston,2024/2/13 8:33,3.635893208,67.1248747,9.444195193,18.69053933
San Jose,2024/1/22 12:26,-2.246417306,78.50812323,6.707851813,28.43323722
Los Angeles,2024/3/13 23:46,36.62397315,36.61019256,4.38139543,23.18176452
San Antonio,2024/3/16 10:30,34.0591418,80.89258023,8.094417386,11.56171458
San Antonio,2024/1/12 8:46,34.28777646,40.76817998,6.472702857,24.61261434
Chicago,2024/1/16 15:56,2.514066627,53.24252486,9.770210779,3.770836812
Dallas,2024/3/1 21:00,9.691401405,44.45500051,4.25061866,9.804270389
San Antonio,2024/4/2 23:04,-1.417729544,86.88013872,5.904670374,7.37065713
Los Angeles,2024/2/5 6:32,33.61884873,89.24086505,4.499445408,25.28713416
Chicago,2024/2/12 22:13,-2.316427356,30.25853593,5.80087794,26.38066832
Philadelphia,2024/1/3 3:02,-4.168372963,56.99003969,1.222258839,10.63638627
Dallas,2024/4/6 7:55,22.06797517,69.14872548,9.644770349,18.77075408
San Diego,2024/1/25 17:25,37.29499161,78.85797082,6.916885946,20.09768081
San Jose,2024/5/8 22:04,14.60461065,33.12119872,9.313611419,11.64637813
San Diego,2024/2/20 12:56,-0.656212797,86.70260521,0.55606551,18.741255
San Antonio,2024/4/10 16:39,35.11028323,47.77512999,4.925017345,12.26685263
Los Angeles,2024/3/12 7:54,-8.558605527,53.78924848,9.046054584,16.50681252
Los Angeles,2024/4/12 4:49,8.04364633,53.85248739,2.987841399,28.33865852
